Text,X.M.._twitter_id,X.M..language..,Not-related, other flood identification,rain identification,disaster management,flood identification,consequence score,irony(politics,emotional (positive or negative),effects on social life,situation overview,weather warning,flood aid,volunteers,timeperiod,X.M..posted_time..,daynight,timeperiod(hourly)
RT @lifomag: Στην Καλαμάτα μεταβαίνει ο Α. Σαμαράς για την αντιμετώπιση των προβλημάτων από τη θεομηνία https://t.co/MJRveWwbR1 ,7.73515711662686E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,18,07/09/2016 13:38:11,day,14
RT @lifomag: Στην Καλαμάτα μεταβαίνει ο Α. Σαμαράς για την αντιμετώπιση των προβλημάτων από τη θεομηνία https://t.co/MJRveWwbR1 ,7.73518166391656E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,18,07/09/2016 13:47:56,day,14
RT @LykavitosGr: Οργή κατά Σπίρτζη και Τόσκα στη Καλαμάτα (φωτο και βίντεο) https://t.co/2N2n6ViYau https://t.co/HPVSzit6Kj ,7.73591045191963E+017,el,,N,N,N,N,N,N,Neg,N,N,N,N,N,18,07/09/2016 18:37:32,day,19
RT @LykavitosGr: Οργή κατά Σπίρτζη και Τόσκα στη Καλαμάτα (φωτο και βίντεο) https://t.co/2N2n6ViYau https://t.co/HPVSzit6Kj ,7.73591782567318E+017,el,,N,N,N,N,N,N,Neg,N,N,N,N,N,18,07/09/2016 18:40:28,day,19
RT @LykavitosGr: Οργή κατά Σπίρτζη και Τόσκα στη Καλαμάτα (φωτο και βίντεο) https://t.co/2N2n6ViYau https://t.co/HPVSzit6Kj ,7.73591993897411E+017,el,,N,N,N,N,N,N,Neg,N,N,N,N,N,18,07/09/2016 18:41:18,day,19
RT @LykavitosGr: Οργή κατά Σπίρτζη και Τόσκα στη Καλαμάτα (φωτο και βίντεο) https://t.co/2N2n6ViYau https://t.co/HPVSzit6Kj ,7.73592128211587E+017,el,,N,N,N,N,N,N,Neg,N,N,N,N,N,18,07/09/2016 18:41:50,day,19
RT @LykavitosGr: Οργή κατά Σπίρτζη και Τόσκα στη Καλαμάτα (φωτο και βίντεο) https://t.co/2N2n6ViYau https://t.co/HPVSzit6Kj ,7.73594832698806E+017,el,,N,N,N,N,N,N,Neg,N,N,N,N,N,18,07/09/2016 18:52:35,day,19
RT @LykavitosGr: Οργή κατά Σπίρτζη και Τόσκα στη Καλαμάτα (φωτο και βίντεο) https://t.co/2N2n6ViYau https://t.co/HPVSzit6Kj ,7.73596457119121E+017,el,,N,N,N,N,N,N,Neg,N,N,N,N,N,18,07/09/2016 18:59:02,day,19
RT @LykavitosGr: Οργή κατά Σπίρτζη και Τόσκα στη Καλαμάτα (φωτο και βίντεο) https://t.co/2N2n6ViYau https://t.co/HPVSzit6Kj ,7.73597513685279E+017,el,,N,N,N,N,N,N,Neg,N,N,N,N,N,18,07/09/2016 19:03:14,day,20
RT @LykavitosGr: Οργή κατά Σπίρτζη και Τόσκα στη Καλαμάτα (φωτο και βίντεο) https://t.co/2N2n6ViYau https://t.co/HPVSzit6Kj ,7.73598184123863E+017,el,,N,N,N,N,N,N,Neg,N,N,N,N,N,18,07/09/2016 19:05:54,day,20
RT @LykavitosGr: Οργή κατά Σπίρτζη και Τόσκα στη Καλαμάτα (φωτο και βίντεο) https://t.co/2N2n6ViYau https://t.co/HPVSzit6Kj ,7.7359875723359E+017,el,,N,N,N,N,N,N,Neg,N,N,N,N,N,18,07/09/2016 19:08:11,day,20
RT @LykavitosGr: Οργή κατά Σπίρτζη και Τόσκα στη Καλαμάτα (φωτο και βίντεο) https://t.co/2N2n6ViYau https://t.co/HPVSzit6Kj ,7.736068754473E+017,el,,N,N,N,N,N,N,Neg,N,N,N,N,N,24,07/09/2016 19:40:26,day,20
RT @LykavitosGr: Οργή κατά Σπίρτζη και Τόσκα στη Καλαμάτα (φωτο και βίντεο) https://t.co/2N2n6ViYau https://t.co/HPVSzit6Kj ,"7,73786912515588E+017",el,,N,N,N,N,N,N,Neg,N,N,N,N,N,36,08/09/2016 07:35:50,day,32
RT @LykavitosGr: Οργή κατά Σπίρτζη και Τόσκα στη Καλαμάτα (φωτο και βίντεο) https://t.co/2N2n6ViYau https://t.co/HPVSzit6Kj ,"7,73787313906278E+017",el,,N,N,N,N,N,N,Neg,N,N,N,N,N,36,08/09/2016 07:37:26,day,32
RT @LykavitosGr: Οργή κατά Σπίρτζη και Τόσκα στη Καλαμάτα (φωτο και βίντεο) https://t.co/2N2n6ViYau https://t.co/HPVSzit6Kj ,"7,73920594547077E+017",el,,N,N,N,N,N,N,Neg,N,N,N,N,N,48,08/09/2016 16:27:03,day,41
RT @Makeleio_gr: Αλητο-παρέα: Πάει στην Καλαμάτα ο Σαμαράς για να σκεπάσει τους νεκρούς που έπνιξε μαζί με το δήμαρχο... https://t.co/vsM5N… ,7.73527646995178E+017,el,,N,N,Y,N,N,N,Neg,N,N,N,N,N,18,07/09/2016 14:25:37,day,15
RT @mall_gata: Μια γυναίκα νεκρή στην Καλαμάτα λόγω κακοκαιρίας – Εικόνες Αποκάλυψης! https://t.co/9MtHHM9ibI https://t.co/VNh7cXJjGN ,7.73479982505009E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,12,07/09/2016 11:16:13,day,12
RT @manolhs: Φονική κακοκαιρία με τρεις νεκρούς στην Καλαμάτα https://t.co/WS2VFpNoax ,7.73508705056858E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,12,07/09/2016 13:10:21,day,14
RT @manostzagar: @karameros Οι επώδυνες συνέπειες του μπαζώνω κ το τελευταίο ρέμα χτύπησαν την Καλαμάτα. Νερο είναι. Από κάπου πρέπει να φύ… ,7.73445102740107E+017,el,,N,N,N,Y,N,N,N,N,Y,N,N,N,8,07/09/2016 08:57:37,day,9
RT @manostzagar: @karameros Οι επώδυνες συνέπειες του μπαζώνω κ το τελευταίο ρέμα χτύπησαν την Καλαμάτα. Νερο είναι. Από κάπου πρέπει να φύ… ,"7,73782821605343E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 07:19:35,day,32
RT @manostzagar: @karameros Οι επώδυνες συνέπειες του μπαζώνω κ το τελευταίο ρέμα χτύπησαν την Καλαμάτα. Νερο είναι. Από κάπου πρέπει να φύ… ,"7,7378859510675E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 07:42:32,day,32
RT @manostzagar: @karameros Οι επώδυνες συνέπειες του μπαζώνω κ το τελευταίο ρέμα χτύπησαν την Καλαμάτα. Νερο είναι. Από κάπου πρέπει να φύ… ,"7,73789180304486E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 07:44:51,day,32
RT @Maria_tou_19ou: Τρεις νεκροί στην Καλαμάτα Αποκλεισμένοι 80 νέοι στην Εστία του ΤΕΙ7 χωριά αποκλεισμένα Μια αγνοούμενη στην Θεσ/νίκη ht… ,7.73435965905994E+017,el,,Y,N,N,N,5,N,N,N,Y,N,N,N,8,07/09/2016 08:21:18,day,9
"RT @MariaKaramitsos: Awful storms near Kalamata resulted in flooding, mudslides. Hope everyone is safe. ","7,73845136426033E+017",en,,N,Y,N,Y,N,N,Pos,N,Y,N,N,N,36,08/09/2016 11:27:12,day,36
"RT @MariaKaramitsos: Awful storms near Kalamata resulted in flooding, mudslides. Hope everyone is safe. ","7,73859001465319E+017",en,,N,Y,N,Y,N,N,Pos,N,Y,N,N,N,36,08/09/2016 12:22:18,day,37
RT @markipa: Μπήκα στη θάλασσα και περιμένω τη βροχή ,"7,7390599670406E+017",el,,N,N,N,N,N,N,N,N,N,N,N,N,48,08/09/2016 15:29:02,day,40
RT @markipa: Μπήκα στη θάλασσα και περιμένω τη βροχή ,"7,73906137565565E+017",el,,N,N,N,N,N,N,N,N,N,N,N,N,48,08/09/2016 15:29:36,day,40
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,7380464471176E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 08:46:18,day,33
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,73805406414078E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 08:49:20,day,33
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,73805449565114E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 08:49:30,day,33
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,73805565223039E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 08:49:58,day,33
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,73805637063115E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 08:50:15,day,33
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,73807141455065E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 08:56:13,day,33
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,73807543156171E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 08:57:49,day,33
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,73810671389643E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 09:10:15,day,34
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,73812399019324E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 09:17:07,day,34
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,73828950225191E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 10:22:53,day,35
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,73829047843451E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 10:23:16,day,35
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,73829099726987E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 10:23:29,day,35
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,73829165120389E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 10:23:44,day,35
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,73829603429327E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 10:25:29,day,35
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,7383516867516E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 10:47:36,day,35
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,73849261679243E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 11:43:36,day,36
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,73854166280237E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 12:03:05,day,37
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,73884212256572E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,48,08/09/2016 14:02:28,day,39
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,7388472085368E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,48,08/09/2016 14:04:30,day,39
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,73888000581337E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,48,08/09/2016 14:17:32,day,39
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,73892102140862E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,48,08/09/2016 14:33:50,day,39
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,73898077698683E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,48,08/09/2016 14:57:34,day,39
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,73911946471023E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,48,08/09/2016 15:52:41,day,40
RT @megalosgazmas: -Το ποταμι αυξησε την δυναμη του στην Καλαματα-Θα βγαλει περισσοτερους βουλευτες;-Πλυμμηρισαν ρε μαλακα ,"7,74050681959297E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,48,09/09/2016 01:03:58,night,50
RT @mellosstam: Αφου κατεβαίνει ο Σαμαρας στην Καλαμάτα τελος όλα. Θα αποκατασταθούν τα πάντα αμέσως. ,7.73524753760055E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,18,07/09/2016 14:14:07,day,15
RT @MetarGr: Βιβλική καταστροφή στην Καλαμάτα - Ένας νεκρός στη Θουρία https://t.co/UhkZbzZ8NZ ,7.73408702959391E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:32:58,night,7
RT @metatron1988: Μεγάλες ζημιές στο Δήμο Μεσσήνης – Εκλεισε η Αρχαία Μεσσήνη https://t.co/3fMslQDJiH https://t.co/EnhQu28pC5 ,7.73508197843866E+017,el,,N,N,Y,N,4,N,N,Y,Y,N,N,N,12,07/09/2016 13:08:20,day,14
RT @meteikasma: Εχει δρομαρα να πας #Καλαματα  σε δυο ωρες να πνιγεις τσακ μπαμ χωρίς καθυστερήσεις ,"7,73932689636426E+017",el,,N,N,N,N,N,N,N,N,N,N,N,N,48,08/09/2016 17:15:06,day,42
RT @meteikasma: Οταν ξαναβγεί Πρωθυπουργός απο #Καλαματα να κοιταξει να φτιάξει πρωτα καναν υπόνομο για τα νερά αντι για δρόμους ,"7,739327562293E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,48,08/09/2016 17:15:22,day,42
"RT @N0nServ1am: Οχι κ εσυ ρε φίλε αυτόν τον γελοίο όρο ""θεομηνία"".Ο ανθρώπινος παράγοντας προκάλεσε της πλημμύρες του ""κατακλυσμού"". https:… ","7,73781947755688E+017",el,,N,N,N,N,N,N,N,N,N,N,N,N,36,08/09/2016 07:16:07,day,32
RT @nafsika71: Αγανάκτηση και οργή #Καλαματαhttps://t.co/fysxrpWaar ,7.73593959981539E+017,el,,N,N,N,N,N,N,Neg,N,N,N,N,N,18,07/09/2016 18:49:07,day,19
RT @nafsika71: Αγανάκτηση και οργή #Καλαματαhttps://t.co/fysxrpWaar ,7.73596182455132E+017,el,,N,N,N,N,N,N,Neg,N,N,N,N,N,18,07/09/2016 18:57:57,day,19
RT @nafsika71: Αγανάκτηση και οργή #Καλαματαhttps://t.co/fysxrpWaar ,"7,73829563713487E+017",el,,N,N,N,N,N,N,Neg,N,N,N,N,N,36,08/09/2016 10:25:19,day,35
RT @nafsika71: Αγανάκτηση και οργή #Καλαματαhttps://t.co/fysxrpWaar ,"7,73870847895474E+017",el,,N,N,N,N,N,N,Neg,N,N,N,N,N,36,08/09/2016 13:09:22,day,38
RT @nafsika71: Απίστευτες πλημμύρες στην Καλαμάτα. Ισόγεια σπίτια έχουν καλυφθεί ολοκληρωτικά ,7.73356774342754E+017,el,,N,N,N,Y,4,N,N,N,Y,N,N,N,2,07/09/2016 03:06:37,night,4
RT @nafsika71: Απίστευτες πλημμύρες στην Καλαμάτα. Ισόγεια σπίτια έχουν καλυφθεί ολοκληρωτικά ,7.73361353134334E+017,el,,N,N,N,Y,4,N,N,N,Y,N,N,N,6,07/09/2016 03:24:49,night,4
RT @nafsika71: Απίστευτες πλημμύρες στην Καλαμάτα. Ισόγεια σπίτια έχουν καλυφθεί ολοκληρωτικά ,7.73525713815241E+017,el,,N,N,N,Y,4,N,N,N,Y,N,N,N,18,07/09/2016 14:17:56,day,15
"RT @nafsika71: Τρεις νεκρούς, πνιγηκαμε, πλημμύρισαμε, αλλά εντάξει.. έχουμε ωραία πλατεία κ θέλουμε κ πολιτιστική πρωτεύουσα. #Καλαματα ",7.73429115005309E+017,el,,N,N,N,Y,5,N,N,N,Y,N,N,N,8,07/09/2016 07:54:05,day,8
"RT @nafsika71: Τρεις νεκρούς, πνιγηκαμε, πλημμύρισαμε, αλλά εντάξει.. έχουμε ωραία πλατεία κ θέλουμε κ πολιτιστική πρωτεύουσα. #Καλαματα ",7.73430094136312E+017,el,,N,N,N,Y,5,N,N,N,Y,N,N,N,8,07/09/2016 07:57:58,day,8
"RT @nafsika71: Τρεις νεκρούς, πνιγηκαμε, πλημμύρισαμε, αλλά εντάξει.. έχουμε ωραία πλατεία κ θέλουμε κ πολιτιστική πρωτεύουσα. #Καλαματα ",7.73434704938828E+017,el,,N,N,N,Y,5,N,N,N,Y,N,N,N,8,07/09/2016 08:16:18,day,9
"RT @nafsika71: Τρεις νεκρούς, πνιγηκαμε, πλημμύρισαμε, αλλά εντάξει.. έχουμε ωραία πλατεία κ θέλουμε κ πολιτιστική πρωτεύουσα. #Καλαματα ",7.73443290343543E+017,el,,N,N,N,Y,5,N,N,N,Y,N,N,N,8,07/09/2016 08:50:24,day,9
